C 128 128 128 512 512 512
S 41 4 180 560 691 537 695
S 41 4 180 537 695 516 701
S 41 4 180 560 691 529 707
S 41 4 180 582 655 574 693
S 41 4 180 574 693 583 716
S 41 4 180 583 716 578 730
S 41 4 180 578 730 571 735
S 41 4 180 571 735 564 734
S 41 4 180 571 735 566 736
S 41 4 180 578 730 570 735
S 41 4 180 578 730 575 743
S 41 4 180 578 730 574 739
S 41 4 180 574 693 586 716
S 41 4 180 586 716 582 734
S 41 4 180 582 734 575 740
S 41 4 180 582 734 578 745
S 41 4 180 586 716 600 730
S 41 4 180 574 693 554 720
S 41 4 180 574 693 568 727
S 41 4 180 582 655 588 686
S 41 4 180 588 686 607 696
S 41 4 180 588 686 588 704
S 41 4 180 588 704 584 717
S 41 4 180 582 655 617 685
S 41 4 180 565 606 509 636
S 41 4 180 509 636 477 673
S 41 4 180 602 531 544 493
S 41 4 180 544 493 502 478
S 41 4 180 502 478 482 490
S 41 4 180 482 490 469 490
S 41 4 180 469 490 458 493
S 41 4 180 469 490 459 497
S 41 4 180 459 497 452 498
S 41 4 180 452 498 448 499
S 41 4 180 469 490 462 498
S 41 4 180 469 490 462 488
S 41 4 180 502 478 477 469
S 41 4 180 477 469 462 466
S 41 4 180 462 466 451 471
S 41 4 180 451 471 442 474
S 41 4 180 451 471 445 472
S 41 4 180 462 466 453 473
S 41 4 180 462 466 455 470
S 41 4 180 462 466 449 471
S 41 4 180 477 469 465 459
S 41 4 180 465 459 460 449
S 41 4 180 544 493 502 503
S 41 4 180 502 503 477 502
S 41 4 180 544 493 526 447
S 41 4 180 602 531 550 532
S 41 4 180 602 531 563 499
S 41 4 180 563 499 541 482
S 41 4 180 541 482 516 479
S 41 4 180 602 531 641 577
S 41 4 180 602 531 637 500
S 41 4 180 637 500 664 493
S 120 216 104 954 376 973 401
S 120 216 104 973 401 988 412
S 120 216 104 988 412 1002 413
S 120 216 104 1002 413 1011 406
S 120 216 104 1011 406 1012 406
S 120 216 104 1012 406 1013 407
S 120 216 104 1013 407 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 409
S 120 216 104 1013 408 1013 409
S 120 216 104 1013 409 1013 410
S 120 216 104 1013 409 1013 410
S 120 216 104 1013 410 1013 410
S 120 216 104 1013 408 1013 409
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 407
S 120 216 104 1013 407 1013 408
S 120 216 104 1013 408 1012 409
S 120 216 104 1012 409 1011 409
S 120 216 104 1013 408 1012 409
S 120 216 104 1012 409 1012 410
S 120 216 104 1012 410 1011 411
S 120 216 104 1011 411 1010 411
S 120 216 104 1012 410 1011 411
S 120 216 104 1012 409 1012 410
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 408
S 120 216 104 1013 408 1013 409
S 120 216 104 1013 409 1013 409
S 120 216 104 1013 409 1012 410
S 120 216 104 1013 407 1013 408
S 120 216 104 1013 408 1013 409
S 120 216 104 1013 408 1013 409
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1012 406 1012 406
S 120 216 104 1011 406 1010 406
S 120 216 104 1010 406 1009 405
S 120 216 104 1009 405 1009 404
S 120 216 104 1009 404 1009 403
S 120 216 104 1009 403 1008 402
S 120 216 104 1009 403 1009 402
S 120 216 104 1009 404 1008 403
S 120 216 104 1010 406 1009 405
S 120 216 104 1009 405 1008 404
S 120 216 104 1010 406 1009 405
S 120 216 104 1009 405 1008 405
S 120 216 104 1010 406 1009 406
S 120 216 104 1009 406 1008 406
S 120 216 104 1008 406 1007 406
S 120 216 104 1011 406 1010 403
S 120 216 104 1002 413 1008 420
S 120 216 104 1008 420 1010 425
S 120 216 104 1010 425 1013 430
S 120 216 104 1013 430 1013 433
S 120 216 104 1013 433 1015 436
S 120 216 104 1013 433 1015 434
S 120 216 104 1015 434 1017 434
S 120 216 104 1013 430 1014 434
S 120 216 104 1014 434 1014 437
S 120 216 104 1014 437 1014 439
S 120 216 104 1014 437 1015 439
S 120 216 104 1014 434 1017 435
S 120 216 104 1013 430 1013 434
S 120 216 104 1013 434 1011 437
S 120 216 104 1010 425 1010 428
S 120 216 104 1010 428 1012 430
S 120 216 104 1012 430 1014 430
S 120 216 104 1014 430 1016 429
S 120 216 104 1014 430 1016 430
S 120 216 104 1014 430 1015 430
S 120 216 104 1015 430 1016 429
S 120 216 104 1008 420 1014 425
S 120 216 104 1014 425 1016 430
S 120 216 104 1016 430 1015 434
S 120 216 104 1008 420 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1016 423 1016 423
S 120 216 104 1008 420 1012 423
S 120 216 104 1008 420 1015 421
S 120 216 104 1008 420 1011 427
S 120 216 104 1002 413 1009 420
S 120 216 104 1009 420 1014 423
S 120 216 104 1014 423 1015 423
S 120 216 104 1015 423 1015 424
S 120 216 104 1015 424 1015 425
S 120 216 104 1015 425 1015 426
S 120 216 104 1015 425 1016 426
S 120 216 104 1015 425 1016 425
S 120 216 104 1015 425 1016 425
S 120 216 104 1015 425 1016 426
S 120 216 104 1015 424 1014 425
S 120 216 104 1014 425 1014 426
S 120 216 104 1015 423 1015 424
S 120 216 104 1015 424 1015 425
S 120 216 104 1015 425 1014 426
S 120 216 104 1014 426 1013 426
S 120 216 104 1013 426 1012 425
S 120 216 104 1014 426 1013 426
S 120 216 104 1013 426 1012 427
S 120 216 104 1012 427 1011 427
S 120 216 104 1012 427 1011 427
S 120 216 104 1014 426 1013 426
S 120 216 104 1015 424 1015 425
S 120 216 104 1015 424 1016 425
S 120 216 104 1016 425 1016 426
S 120 216 104 1016 425 1016 425
S 120 216 104 1015 424 1016 424
S 120 216 104 1015 423 1016 423
S 120 216 104 1014 423 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1014 423 1014 424
S 120 216 104 1014 424 1015 425
S 120 216 104 1015 425 1015 426
S 120 216 104 1015 426 1016 427
S 120 216 104 1016 427 1016 428
S 120 216 104 1016 428 1016 429
S 120 216 104 1016 428 1017 429
S 120 216 104 1016 427 1016 428
S 120 216 104 1016 427 1016 427
S 120 216 104 1016 427 1016 427
S 120 216 104 1015 426 1015 427
S 120 216 104 1015 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1016 425 1016 425
S 120 216 104 1014 424 1014 425
S 120 216 104 1014 424 1015 425
S 120 216 104 1015 425 1015 426
S 120 216 104 1015 426 1015 427
S 120 216 104 1015 425 1016 426
S 120 216 104 1016 426 1016 427
S 120 216 104 1016 426 1016 426
S 120 216 104 1016 426 1016 426
S 120 216 104 1016 426 1016 426
S 120 216 104 1016 426 1016 426
S 120 216 104 1015 425 1015 426
S 120 216 104 1015 426 1016 427
S 120 216 104 1015 425 1016 426
S 120 216 104 1014 424 1015 424
S 120 216 104 1015 424 1016 424
S 120 216 104 1016 424 1016 424
S 120 216 104 1016 424 1016 424
S 120 216 104 1015 424 1016 424
S 120 216 104 1014 424 1014 425
S 120 216 104 1014 423 1016 428
S 120 216 104 1014 423 1014 424
S 120 216 104 1014 424 1014 425
S 120 216 104 1014 424 1015 425
S 120 216 104 1009 420 1015 420
S 120 216 104 1015 420 1015 420
S 120 216 104 1015 420 1015 420
S 120 216 104 1015 420 1016 422
S 120 216 104 1015 420 1015 420
S 120 216 104 1009 420 1015 420
S 120 216 104 1015 420 1015 419
S 120 216 104 1015 419 1015 418
S 120 216 104 1015 419 1015 419
S 120 216 104 1015 419 1015 419
S 120 216 104 1015 420 1015 422
S 120 216 104 1015 422 1014 423
S 120 216 104 1015 420 1015 420
S 120 216 104 1015 420 1015 420
S 120 216 104 1015 420 1015 420
S 120 216 104 1015 420 1015 420
S 120 216 104 1009 420 1016 422
S 120 216 104 1016 422 1016 422
S 120 216 104 1009 420 1010 428
S 120 216 104 1010 428 1007 435
S 120 216 104 1007 435 1001 436
S 120 216 104 1009 420 1012 428
S 120 216 104 1002 413 1009 411
S 120 216 104 1009 411 1009 413
S 120 216 104 1009 413 1009 414
S 120 216 104 1009 414 1009 415
S 120 216 104 1009 411 1011 411
S 120 216 104 1011 411 1013 411
S 120 216 104 1011 411 1013 410
S 120 216 104 1013 410 1013 410
S 120 216 104 1013 410 1013 410
S 120 216 104 1013 410 1013 410
S 120 216 104 1013 410 1013 409
S 120 216 104 1013 409 1012 408
S 120 216 104 1013 410 1013 410
S 120 216 104 1013 410 1013 410
S 120 216 104 1013 410 1013 410
S 120 216 104 1011 411 1012 411
S 120 216 104 1012 411 1013 410
S 120 216 104 1011 411 1012 409
S 120 216 104 1012 409 1013 409
S 120 216 104 1009 411 1010 413
S 120 216 104 1002 413 1007 421
S 120 216 104 1002 413 1010 410
S 120 216 104 1010 410 1009 408
S 120 216 104 1009 408 1010 406
S 120 216 104 1002 413 1008 408
S 120 216 104 988 412 1000 416
S 120 216 104 1000 416 1010 416
S 120 216 104 1010 416 1010 412
S 120 216 104 1010 412 1012 409
S 120 216 104 1010 412 1008 409
S 120 216 104 1008 409 1008 407
S 120 216 104 1010 412 1008 409
S 120 216 104 1010 416 1011 420
S 120 216 104 1011 420 1013 422
S 120 216 104 1013 422 1013 424
S 120 216 104 1010 416 1009 412
S 120 216 104 1009 412 1010 410
S 120 216 104 1010 410 1012 410
S 120 216 104 1012 410 1012 410
S 120 216 104 1012 410 1012 410
S 120 216 104 1010 416 1016 422
S 120 216 104 1010 416 1012 417
S 120 216 104 1010 416 1012 413
S 120 216 104 1000 416 1008 413
S 120 216 104 1008 413 1012 414
S 120 216 104 1012 414 1014 413
S 120 216 104 1014 413 1014 413
S 120 216 104 1014 413 1014 413
S 120 216 104 1008 413 1014 415
S 120 216 104 1008 413 1013 413
S 120 216 104 1013 413 1013 415
S 120 216 104 1013 413 1014 414
S 120 216 104 1000 416 1006 424
S 120 216 104 1006 424 1007 429
S 120 216 104 1007 429 1005 433
S 120 216 104 1007 429 1006 434
S 120 216 104 1007 429 1005 432
S 120 216 104 988 412 993 427
S 120 216 104 993 427 995 435
S 120 216 104 995 435 998 438
S 120 216 104 995 435 997 440
S 120 216 104 997 440 1001 442
S 120 216 104 1001 442 1002 445
S 120 216 104 1002 445 1004 446
S 120 216 104 1004 446 1005 448
S 120 216 104 1005 448 1005 450
S 120 216 104 1005 450 1004 452
S 120 216 104 1005 448 1006 449
S 120 216 104 1002 445 1000 448
S 120 216 104 997 440 997 443
S 120 216 104 997 443 997 446
S 120 216 104 997 446 996 448
S 120 216 104 995 435 998 438
S 120 216 104 995 435 993 440
S 120 216 104 993 440 988 443
S 120 216 104 993 427 1001 432
S 120 216 104 1001 432 1004 436
S 120 216 104 1004 436 1005 439
S 120 216 104 1001 432 1003 440
S 120 216 104 1003 440 1008 443
S 120 216 104 1001 432 1004 436
S 120 216 104 1004 436 1003 439
S 120 216 104 1001 432 1008 435
S 120 216 104 993 427 1003 434
S 120 216 104 1003 434 1012 440
S 120 216 104 1003 434 1005 445
S 120 216 104 1003 434 1013 437
S 120 216 104 988 412 1002 411
S 120 216 104 988 412 991 426
S 120 216 104 991 426 999 433
S 120 216 104 991 426 993 435
S 120 216 104 991 426 995 439
S 120 216 104 995 439 1002 448
S 120 216 104 991 426 993 436
S 120 216 104 993 436 993 444
S 120 216 104 993 436 988 443
S 120 216 104 988 412 1000 420
S 120 216 104 973 401 994 413
S 120 216 104 994 413 1012 416
S 120 216 104 1012 416 1011 415
S 120 216 104 1011 415 1010 415
S 120 216 104 1010 415 1009 415
S 120 216 104 1012 416 1012 420
S 120 216 104 1012 420 1011 424
S 120 216 104 1012 420 1011 423
S 120 216 104 1011 423 1011 425
S 120 216 104 994 413 1010 413
S 120 216 104 1010 413 1013 418
S 120 216 104 1013 418 1011 420
S 120 216 104 1011 420 1009 422
S 120 216 104 1009 422 1007 422
S 120 216 104 1009 422 1007 422
S 120 216 104 1007 422 1007 423
S 120 216 104 1011 420 1010 420
S 120 216 104 1010 413 1015 417
S 120 216 104 1015 417 1015 420
S 120 216 104 1015 420 1014 420
S 120 216 104 994 413 995 430
S 120 216 104 995 430 995 444
S 120 216 104 973 401 969 418
S 120 216 104 969 418 966 432
S 120 216 104 966 432 957 439
S 120 216 104 957 439 951 440
S 120 216 104 951 440 947 439
S 120 216 104 957 439 953 448
S 120 216 104 953 448 957 456
S 120 216 104 957 456 962 463
S 120 216 104 953 448 945 453
S 120 216 104 966 432 967 441
S 120 216 104 967 441 967 449
S 120 216 104 967 449 964 452
S 120 216 104 966 432 965 440
S 120 216 104 965 440 969 444
S 120 216 104 969 418 969 427
S 120 216 104 969 427 968 435
S 120 216 104 968 435 969 439
S 120 216 104 969 427 974 430
S 120 216 104 974 430 978 432
S 120 216 104 978 432 982 433
S 120 216 104 969 418 979 431
S 120 216 104 969 418 965 427
S 120 216 104 969 418 973 428
S 120 216 104 973 428 981 431
S 120 216 104 981 431 988 434
S 120 216 104 973 428 980 431
S 120 216 104 980 431 985 429
S 120 216 104 969 418 969 433
S 120 216 104 969 433 959 441
S 120 216 104 969 418 972 431
S 120 216 104 973 401 990 403
S 120 216 104 954 376 941 341
S 120 216 104 941 341 925 325
S 120 216 104 925 325 907 328
S 120 216 104 907 328 892 332
S 120 216 104 892 332 881 336
S 120 216 104 881 336 874 335
S 120 216 104 874 335 871 338
S 120 216 104 871 338 871 342
S 120 216 104 871 342 871 344
S 120 216 104 871 344 870 346
S 120 216 104 870 346 868 348
S 120 216 104 870 346 868 348
S 120 216 104 868 348 866 349
S 120 216 104 866 349 864 350
S 120 216 104 871 344 872 346
S 120 216 104 872 346 872 348
S 120 216 104 872 348 870 350
S 120 216 104 870 350 869 350
S 120 216 104 872 346 873 346
S 120 216 104 871 342 871 346
S 120 216 104 871 342 873 345
S 120 216 104 871 338 868 338
S 120 216 104 868 338 865 340
S 120 216 104 868 338 867 336
S 120 216 104 871 338 870 341
S 120 216 104 871 338 870 341
S 120 216 104 874 335 869 336
S 120 216 104 869 336 865 337
S 120 216 104 865 337 863 339
S 120 216 104 869 336 866 339
S 120 216 104 881 336 875 337
S 120 216 104 875 337 870 341
S 120 216 104 870 341 867 341
S 120 216 104 867 341 865 341
S 120 216 104 867 341 865 341
S 120 216 104 870 341 865 345
S 120 216 104 875 337 872 336
S 120 216 104 872 336 870 336
S 120 216 104 872 336 870 335
S 120 216 104 870 335 869 335
S 120 216 104 869 335 868 335
S 120 216 104 869 335 868 336
S 120 216 104 870 335 868 335
S 120 216 104 872 336 870 334
S 120 216 104 875 337 872 340
S 120 216 104 881 336 873 333
S 120 216 104 881 336 871 339
S 120 216 104 871 339 863 343
S 120 216 104 907 328 891 330
S 120 216 104 891 330 879 337
S 120 216 104 891 330 886 342
S 120 216 104 886 342 890 350
S 120 216 104 890 350 897 351
S 120 216 104 897 351 901 351
S 120 216 104 897 351 902 347
S 120 216 104 890 350 893 357
S 120 216 104 890 350 895 357
S 120 216 104 895 357 897 362
S 120 216 104 886 342 878 349
S 120 216 104 878 349 874 354
S 120 216 104 891 330 883 322
S 120 216 104 883 322 876 321
S 120 216 104 883 322 882 313
S 120 216 104 882 313 878 310
S 120 216 104 878 310 878 307
S 120 216 104 878 310 878 307
S 120 216 104 878 307 880 305
S 120 216 104 878 310 876 306
S 120 216 104 876 306 874 305
S 120 216 104 878 310 878 307
S 120 216 104 878 307 878 305
S 120 216 104 878 305 879 304
S 120 216 104 878 305 878 304
S 120 216 104 891 330 883 336
S 120 216 104 883 336 878 338
S 120 216 104 883 336 876 341
S 120 216 104 883 336 876 336
S 120 216 104 891 330 880 320
S 120 216 104 907 328 897 327
S 120 216 104 897 327 890 327
S 120 216 104 890 327 885 325
S 120 216 104 885 325 881 323
S 120 216 104 890 327 884 330
S 120 216 104 907 328 895 321
S 120 216 104 895 321 886 319
S 120 216 104 895 321 886 324
S 120 216 104 895 321 886 314
S 120 216 104 907 328 903 337
S 120 216 104 903 337 902 345
S 120 216 104 925 325 910 322
S 120 216 104 925 325 913 320
S 120 216 104 913 320 904 320
S 120 216 104 925 325 911 324
S 120 216 104 941 341 937 317
S 120 216 104 937 317 921 307
S 120 216 104 921 307 913 293
S 120 216 104 941 341 921 317
S 120 216 104 941 341 925 320
S 120 216 104 941 341 944 322
S 120 216 104 944 322 947 307
S 120 216 104 954 376 956 329
S 120 216 104 956 329 968 303
S 120 216 104 968 303 963 288
S 167 255 63 326 537 387 520
S 167 255 63 387 520 427 489
S 167 255 63 427 489 447 465
S 167 255 63 447 465 445 446
S 167 255 63 447 465 469 447
S 167 255 63 469 447 489 435
S 167 255 63 489 435 493 422
S 167 255 63 469 447 478 430
S 167 255 63 469 447 484 450
S 167 255 63 447 465 447 440
S 167 255 63 447 440 462 429
S 167 255 63 427 489 442 465
S 167 255 63 442 465 453 452
S 167 255 63 453 452 463 452
S 167 255 63 463 452 467 457
S 167 255 63 467 457 472 459
S 167 255 63 472 459 477 456
S 167 255 63 463 452 470 458
S 167 255 63 453 452 454 443
S 167 255 63 454 443 450 437
S 167 255 63 442 465 442 447
S 167 255 63 427 489 446 462
S 167 255 63 446 462 448 440
S 167 255 63 448 440 448 424
S 167 255 63 448 424 452 414
S 167 255 63 448 440 461 432
S 167 255 63 461 432 462 423
S 167 255 63 461 432 464 420
S 167 255 63 464 420 466 411
S 167 255 63 464 420 458 413
S 167 255 63 448 440 458 428
S 167 255 63 427 489 461 476
S 167 255 63 461 476 485 466
S 167 255 63 485 466 502 460
S 167 255 63 502 460 517 465
S 167 255 63 387 520 408 491
S 167 255 63 408 491 419 460
S 167 255 63 419 460 430 437
S 167 255 63 430 437 425 423
S 167 255 63 419 460 421 434
S 167 255 63 421 434 432 418
S 167 255 63 419 460 438 451
S 167 255 63 408 491 418 460
S 167 255 63 408 491 422 479
S 167 255 63 422 479 434 479
S 167 255 63 408 491 428 476
S 167 255 63 428 476 444 470
S 167 255 63 408 491 425 479
S 167 255 63 425 479 428 461
S 167 255 63 408 491 424 477
S 167 255 63 387 520 440 520
S 167 255 63 440 520 469 531
S 167 255 63 469 531 497 536
S 167 255 63 497 536 507 549
S 167 255 63 497 536 507 552
S 167 255 63 507 552 520 562
S 167 255 63 520 562 524 573
S 167 255 63 469 531 494 531
S 167 255 63 440 520 468 523
S 167 255 63 468 523 483 538
S 167 255 63 440 520 484 523
S 167 255 63 387 520 418 487
S 167 255 63 387 520 412 493
S 167 255 63 412 493 432 481
S 167 255 63 432 481 449 486
S 167 255 63 449 486 456 495
S 167 255 63 456 495 463 498
S 167 255 63 456 495 459 502
S 167 255 63 456 495 463 500
